CustomerID,Total_Revenue,Total_Orders,Recency_Days,RFM_Score,Segment
13308,1385.51,3,22,434,Others
13309,1456.79,5,6,544,Loyal Customers
13310,1132.03,3,27,434,Others
13311,598.57,2,3,523,Potential Loyalist
13313,1555.3200000000002,5,21,444,Loyal Customers
13314,775.94,3,1,533,Others
13316,5977.73,4,36,345,Others
13317,2273.6800000000003,6,65,355,Others
13318,640.76,3,0,533,Others
13319,10845.55,26,4,555,Champions
13320,1548.7,4,77,244,At Risk
13321,567.36,2,71,323,Others
13322,199.48000000000002,1,16,411,Potential Loyalist
13323,787.85,5,2,543,Loyal Customers
13324,7121.95,10,35,355,Others
13325,675.3,1,81,213,Lost
13327,3627.77,8,38,355,Others
13328,1308.48,1,315,114,Lost
13329,789.0,2,31,423,Potential Loyalist
13330,1140.9299999999998,3,92,234,Others
13332,350.9,1,13,412,Potential Loyalist
13334,3536.82,3,81,235,Others
13336,795.12,1,76,213,Lost
13338,487.02,1,157,212,Lost
13339,860.12,1,200,113,Lost
13340,10736.48,7,44,355,Others
13341,775.85,1,260,113,Lost
13343,353.43,1,177,212,Lost
13344,2543.7200000000003,3,67,335,Others
13345,389.5,1,287,112,Lost
13347,341.36,1,69,312,Others
13348,233.76,1,63,311,Others
13349,247.32,1,10,511,Potential Loyalist
13350,979.1200000000001,2,15,424,Potential Loyalist
13351,373.94,1,65,312,Others
13352,397.97999999999996,1,59,312,Others
13354,743.53,1,70,313,Others
13355,674.7,1,121,213,Lost
13356,768.24,1,79,213,Lost
13357,609.95,1,256,113,Lost
13358,439.03,1,268,112,Lost
13359,439.56,1,63,312,Others
13362,3090.7400000000002,4,8,545,Loyal Customers
13363,992.5,2,17,424,Potential Loyalist
13364,134.95999999999998,1,70,311,Others
13365,2225.37,2,33,325,Others
13366,56.160000000000004,1,49,311,Others
13368,623.4,2,256,123,Lost
13369,308.28000000000003,1,365,112,Lost
13370,754.87,1,371,113,Lost
13372,378.64,1,89,212,Lost
13373,3312.25,3,60,335,Others
13375,778.65,1,88,213,Lost
13376,1019.76,3,98,234,Others
13379,572.56,3,25,433,Others
13381,3639.31,6,31,455,Loyal Customers
13382,222.99,1,280,111,Lost
13384,4151.93,7,30,455,Loyal Customers
13385,534.57,1,329,113,Lost
13388,677.0999999999999,2,130,223,Lost
13389,797.96,3,10,533,Others
13390,544.08,1,74,213,Lost
13391,59.8,1,203,111,Lost
13394,2520.02,8,1,555,Champions
13395,307.72,1,184,112,Lost
13396,1360.99,2,28,424,Potential Loyalist
13397,1544.13,5,72,244,At Risk
13398,457.34,1,191,112,Lost
13402,621.23,2,126,223,Lost
13403,75.0,1,17,411,Potential Loyalist
13404,252.49,2,0,522,Potential Loyalist
13405,572.451,3,73,233,Others
13408,28117.04,62,1,555,Champions
13410,1003.0600000000001,5,23,444,Loyal Customers
13411,213.55,1,106,211,Lost
13414,1390.5,3,133,234,Others
13416,712.5,2,43,323,Others
13417,640.8299999999999,2,4,523,Potential Loyalist
13418,6127.43,18,11,555,Champions
13419,221.06,1,63,311,Others
13420,159.85,2,149,221,Lost
13421,1851.08,2,39,324,Others
13422,2626.3,1,63,315,Others
13425,1624.21,3,107,234,Others
13426,3641.32,10,0,555,Champions
13427,582.6,3,18,433,Others
13428,218.47,1,9,511,Potential Loyalist
13429,1006.8000000000001,4,10,544,Loyal Customers
13430,679.45,2,18,423,Potential Loyalist
13431,1269.1,2,66,324,Others
13434,534.24,2,73,223,Lost
13435,3809.89,7,4,555,Champions
13436,196.89,1,1,511,Potential Loyalist
13437,3408.06,7,13,455,Loyal Customers
13439,283.71,1,254,112,Lost
13441,296.64,1,91,212,Lost
13447,1129.14,3,22,434,Others
13448,3539.37,6,16,455,Loyal Customers
13449,291.88,1,23,412,Potential Loyalist
13450,2043.72,6,26,454,Loyal Customers
13451,2976.15,5,25,445,Loyal Customers
13452,590.0,2,258,123,Lost
13453,356.98,2,165,222,Lost
13455,1058.3400000000001,2,24,424,Potential Loyalist
13456,1766.72,6,17,454,Loyal Customers
13458,9646.57,14,6,555,Champions
13460,183.44,2,28,421,Potential Loyalist
13461,1445.0,3,38,334,Others
13462,151.5,1,252,111,Lost
13464,674.68,1,57,313,Others
13466,307.9,1,183,112,Lost
13467,1083.71,2,10,524,Potential Loyalist
13468,5704.97,38,1,555,Champions
13470,165.0,2,98,221,Lost
13471,2531.58,4,0,545,Loyal Customers
13473,422.64,2,60,322,Others
13474,229.59,1,235,111,Lost
13475,1431.78,4,190,144,At Risk
13476,1238.47,2,178,224,Lost
13477,1454.58,6,37,354,Others
13479,300.95,2,200,122,Lost
13481,1804.56,5,45,344,Others
13482,184.64,1,231,111,Lost
13483,140.34,1,65,311,Others
13484,313.8,1,240,112,Lost
13485,454.24,1,232,112,Lost
13486,1122.4099999999999,3,77,234,Others
13487,575.4,3,57,333,Others
13488,8968.31,13,16,455,Loyal Customers
13489,449.52,4,104,242,At Risk
13491,1215.82,10,51,354,Others
13492,1269.8400000000001,3,135,234,Others
13493,618.63,2,274,123,Lost
13494,316.26000000000005,1,311,112,Lost
13495,2044.87,5,7,544,Loyal Customers
13496,653.3299999999999,2,10,523,Potential Loyalist
13497,348.05,2,282,122,Lost
13499,1159.1100000000001,5,17,444,Loyal Customers
13500,1166.77,3,22,434,Others
13501,1340.32,1,287,114,Lost
13502,292.0,3,16,432,Others
13503,216.85,1,70,311,Others
13504,295.93,1,63,312,Others
13505,4393.63,4,72,245,At Risk
13506,458.52,2,315,122,Lost
13507,2479.16,4,2,545,Loyal Customers
13508,110.97,1,243,111,Lost
13509,979.72,7,8,554,Loyal Customers
13510,1791.56,4,0,544,Loyal Customers
13512,251.21,1,260,112,Lost
13513,205.1,1,126,211,Lost
13514,152.20000000000002,1,73,211,Lost
13515,891.12,4,72,243,At Risk
13516,1389.41,3,20,434,Others
13517,2128.42,3,59,335,Others
13518,659.4399999999999,1,85,213,Lost
13519,122.75,1,77,211,Lost
13520,3624.35,6,58,355,Others
13521,1093.65,3,0,534,Others
13522,125.80000000000001,1,29,411,Potential Loyalist
13523,3964.88,5,32,445,Loyal Customers
13524,680.1800000000001,5,40,343,Others
13525,628.78,2,14,423,Potential Loyalist
13527,2287.51,7,33,355,Others
13529,307.76,2,78,222,Lost
13531,483.79999999999995,2,204,122,Lost
13532,210.31,1,33,311,Others
13533,270.78999999999996,3,182,132,Others
13534,5870.08,25,1,555,Champions
13536,3448.29,7,0,555,Champions
13538,1280.8500000000001,7,42,354,Others
13539,631.34,3,85,233,Others
13544,291.40999999999997,2,39,322,Others
13546,626.99,3,11,533,Others
13548,682.41,2,95,223,Lost
13549,918.2,7,25,453,Loyal Customers
13551,91.80000000000001,1,318,111,Lost
13552,3740.07,12,65,355,Others
13555,4149.28,4,73,245,At Risk
13557,584.06,2,27,423,Potential Loyalist
13558,605.06,4,5,543,Loyal Customers
13560,174.37,1,6,511,Potential Loyalist
13561,141.85999999999999,1,215,111,Lost
13562,1799.33,3,81,234,Others
13563,777.53,2,83,223,Lost
13564,1749.02,3,143,234,Others
13565,240.21999999999997,2,18,421,Potential Loyalist
13566,874.71,2,40,323,Others
13568,192.85,1,172,211,Lost
13569,373.75,2,16,422,Potential Loyalist
13570,239.49,1,242,111,Lost
13571,2092.32,12,12,555,Champions
13572,1384.25,1,205,114,Lost
13573,294.4,2,49,322,Others
13575,732.0699999999999,5,22,443,Loyal Customers
13576,6717.34,18,9,555,Champions
13577,1687.6,4,24,444,Loyal Customers
13579,467.03999999999996,2,14,422,Potential Loyalist
13581,118.0,1,308,111,Lost
13583,781.03,1,155,213,Lost
13584,142.4,1,306,111,Lost
13587,712.4,1,63,313,Others
13588,2478.95,9,15,455,Loyal Customers
13589,379.65,2,14,422,Potential Loyalist
13590,1981.92,6,10,554,Loyal Customers
13591,1117.1299999999999,3,64,334,Others
13592,247.95999999999998,4,35,341,Others
13593,2037.0800000000002,5,107,244,At Risk
13594,396.97,1,52,312,Others
13596,697.04,2,5,523,Potential Loyalist
13598,180.17000000000002,1,46,311,Others
13599,5153.67,21,0,555,Champions
13600,219.52,1,311,111,Lost
13601,693.3199999999999,2,44,323,Others
13602,428.89,1,64,312,Others
13603,164.34,1,25,411,Potential Loyalist
13606,280.53999999999996,3,28,432,Others
13607,678.01,1,39,313,Others
13610,1131.88,7,11,554,Loyal Customers
13611,1171.8000000000002,3,88,234,Others
13614,1610.46,4,23,444,Loyal Customers
13615,417.69,1,318,112,Lost
13617,544.1800000000001,3,39,333,Others
13618,177.34,1,173,211,Lost
13621,213.85,1,116,211,Lost
13623,747.7800000000001,5,30,443,Loyal Customers
13626,257.23,1,252,112,Lost
13627,1638.47,5,58,344,Others
13629,7792.36,11,22,455,Loyal Customers
13630,2031.78,7,4,554,Loyal Customers
13631,3070.42,11,99,255,At Risk
13632,2121.27,5,24,445,Loyal Customers
13634,1575.1599999999999,5,32,444,Loyal Customers
13635,1071.03,1,67,314,Others
13636,949.12,5,36,344,Others
13637,810.5,3,51,333,Others
13638,122.64,1,15,411,Potential Loyalist
13639,1033.34,1,73,214,Lost
13642,354.8,1,215,112,Lost
13643,519.44,3,30,433,Others
13644,2624.26,4,15,445,Loyal Customers
13645,252.1,1,119,212,Lost
13647,1678.1200000000001,4,9,544,Loyal Customers
13649,346.6,2,256,122,Lost
13650,1836.34,6,16,454,Loyal Customers
13651,94.2,2,34,321,Others
13652,1095.08,3,45,334,Others
13654,2707.33,6,42,355,Others
13655,932.97,2,113,223,Lost
13656,379.65,2,164,222,Lost
13657,382.14,2,10,522,Potential Loyalist
13658,2639.17,5,9,545,Loyal Customers
13659,1573.2,2,205,124,Lost
13662,897.76,3,85,233,Others
13663,189.47,1,178,211,Lost
13666,84.65,3,59,331,Others
13667,305.02,1,148,212,Lost
13668,6363.59,21,2,555,Champions
13669,218.54999999999998,2,50,321,Others
13670,349.7,1,74,212,Lost
13672,186.39000000000001,2,300,121,Lost
13673,396.91999999999996,2,18,422,Potential Loyalist
13675,486.82000000000005,2,150,222,Lost
13678,232.6,1,151,211,Lost
13680,3722.42,4,0,545,Loyal Customers
13681,827.83,4,17,443,Loyal Customers
13682,59.5,1,186,111,Lost
13684,67.23,1,285,111,Lost
13685,3119.44,7,2,555,Champions
13686,72.0,1,182,111,Lost
13689,910.0,1,62,313,Others
13690,172.25,1,58,311,Others
13692,1488.3200000000002,3,24,434,Others
13694,65039.62,50,3,555,Champions
13695,2504.13,15,30,455,Loyal Customers
13697,151.29999999999998,1,38,311,Others
13699,308.58000000000004,1,154,212,Lost
13700,2265.12,10,25,455,Loyal Customers
13703,99.5,1,317,111,Lost
13704,2308.06,9,4,555,Champions
13705,711.86,3,7,533,Others
13706,330.79,1,302,112,Lost
13707,806.41,2,266,123,Lost
13708,296.88,1,270,112,Lost
13709,6328.05,13,3,555,Champions
13710,180.48,1,31,411,Potential Loyalist
13711,252.06,2,218,122,Lost
13712,228.84,1,246,111,Lost
13715,1079.3400000000001,5,280,144,At Risk
13716,138.28,1,268,111,Lost
13717,1445.01,6,31,454,Loyal Customers
13718,306.55,2,245,122,Lost
13719,1041.68,5,14,444,Loyal Customers
13720,799.9,4,116,243,At Risk
13721,524.14,1,35,313,Others
13722,2375.41,3,131,235,Others
13723,199.85000000000002,1,216,111,Lost
13725,1980.56,8,49,354,Others
13726,1079.66,2,38,324,Others
13727,333.48,2,28,422,Potential Loyalist
13728,1016.14,6,36,354,Others
13730,752.5999999999999,2,135,223,Lost
13731,610.59,2,218,123,Lost
13732,491.86,1,27,413,Potential Loyalist
13735,2885.24,4,24,445,Loyal Customers
13736,731.9,2,4,523,Potential Loyalist
13737,339.59999999999997,1,199,112,Lost
13739,216.9,1,17,411,Potential Loyalist
13740,350.75,1,240,112,Lost
13741,668.4300000000001,3,71,333,Others
13742,3131.02,12,16,455,Loyal Customers
13743,1341.6,7,2,554,Loyal Customers
13744,1156.36,2,94,224,Lost
13745,300.04,1,161,212,Lost
13747,79.6,1,373,111,Lost
13748,948.25,5,95,244,At Risk
13750,1647.26,5,53,344,Others
13751,296.25,1,287,112,Lost
13752,1186.2800000000002,6,123,254,At Risk
13753,741.26,1,287,113,Lost
13754,282.6,2,151,222,Lost
13755,2161.35,9,3,555,Champions
13756,5189.52,14,1,555,Champions
13758,3190.55,7,11,555,Champions
13759,659.4100000000001,2,32,423,Potential Loyalist
13760,286.79,2,53,322,Others
13761,1070.65,2,49,324,Others
13762,306.72,1,218,112,Lost
13763,1714.96,1,62,314,Others
13764,1521.76,3,70,334,Others
13767,17220.36,37,1,555,Champions
13769,2796.51,10,1,555,Champions
13771,2634.45,4,63,345,Others
13772,1132.13,3,33,334,Others
13774,345.0,1,81,212,Lost
13777,25977.16,33,0,555,Champions
13778,178.7,1,102,211,Lost
13780,360.01000000000005,2,6,522,Potential Loyalist
13781,127.84,1,250,111,Lost
13782,912.0,6,12,553,Loyal Customers
13784,2462.79,11,9,555,Champions
13786,230.39999999999998,1,366,111,Lost
13787,309.04,2,75,222,Lost
13790,348.8,1,3,512,Potential Loyalist
13791,1516.0,2,127,224,Lost
13792,195.55,2,65,321,Others
13798,37153.85,57,0,555,Champions
13799,688.8599999999999,2,116,223,Lost
13800,558.32,1,309,113,Lost
13801,324.8,1,66,312,Others
13802,4599.42,3,138,235,Others
13803,277.07,1,254,112,Lost
13804,2635.79,7,30,455,Loyal Customers
13805,924.6,2,51,323,Others
13806,256.38,1,63,312,Others
13807,112.6,1,366,111,Lost
13808,1747.66,5,5,544,Loyal Customers
13809,155.05,1,304,111,Lost
13810,1499.01,3,28,434,Others
13811,814.5,3,183,133,Others
13812,539.0,3,41,333,Others
13813,1366.8600000000001,4,39,344,Others
13814,1579.12,2,91,224,Lost
13815,4027.36,4,21,445,Loyal Customers
13816,571.6700000000001,2,23,423,Potential Loyalist
13817,382.98,2,28,422,Potential Loyalist
13819,1140.35,3,301,134,Others
13821,385.64,2,144,222,Lost
13822,632.0,2,5,523,Potential Loyalist
13823,957.66,2,18,424,Potential Loyalist
13824,1698.94,5,32,444,Loyal Customers
13826,189.5,1,175,211,Lost
13827,412.05,3,57,332,Others
13828,209.49,1,21,411,Potential Loyalist
13831,2202.99,6,15,455,Loyal Customers
13832,52.199999999999996,1,18,411,Potential Loyalist
13833,384.8,1,158,212,Lost
13835,834.5699999999999,4,24,443,Loyal Customers
13837,271.24,2,211,122,Lost
13838,691.73,4,5,543,Loyal Customers
13841,85.0,1,252,111,Lost
13842,3385.62,9,58,355,Others
13844,361.62,1,10,512,Potential Loyalist
13845,312.98,1,64,312,Others
13846,865.06,3,24,433,Others
13848,1255.0,3,91,234,Others
13849,1537.9499999999998,2,51,324,Others
13850,1595.48,1,128,214,Lost
13851,2651.46,3,95,235,Others
13853,1090.14,1,56,314,Others
13854,8109.52,25,8,555,Champions
13856,388.5,3,168,232,Others
13858,216.17,1,56,311,Others
13859,201.16,1,325,111,Lost
13860,1245.9,5,0,544,Loyal Customers
13862,2209.36,8,17,455,Loyal Customers
13863,305.78,1,247,112,Lost
13865,501.56,4,57,343,Others
13866,145.67000000000002,1,73,211,Lost
13867,1015.2900000000001,3,30,434,Others
13868,3192.54,2,6,525,Potential Loyalist
13869,3104.95,4,122,245,At Risk
13870,2770.94,8,1,555,Champions
13871,6403.25,13,22,455,Loyal Customers
13873,389.6,3,119,232,Others
13874,540.45,1,357,113,Lost
13875,1786.79,5,53,344,Others
13876,122.7,1,63,311,Others
13877,117.24,1,85,211,Lost
13878,1281.53,1,54,314,Others
13880,3219.77,13,20,455,Loyal Customers
13881,17159.52,20,3,555,Champions
13882,1191.13,5,2,544,Loyal Customers
13883,2674.48,5,10,545,Loyal Customers
13884,787.6,5,6,543,Loyal Customers
13885,506.79999999999995,2,188,123,Lost
13886,243.56,1,70,311,Others
13887,349.55,1,203,112,Lost
13888,605.63,2,119,223,Lost
13889,416.90000000000003,1,92,212,Lost
13890,1883.81,10,0,554,Loyal Customers
13892,632.9699999999999,4,26,443,Loyal Customers
13893,821.1,1,297,113,Lost
13894,564.62,3,23,433,Others
13895,2593.07,4,27,445,Loyal Customers
13897,311.16,1,49,312,Others
13898,155.93,1,325,111,Lost
13899,388.52,2,15,422,Potential Loyalist
13900,740.95,3,182,133,Others
13901,2867.2000000000003,5,71,345,Others
13904,332.64,2,36,322,Others
13908,2369.55,4,79,245,At Risk
13911,2580.91,9,56,355,Others
13914,626.45,2,11,523,Potential Loyalist
13917,272.03999999999996,2,49,322,Others
13918,1212.84,2,49,324,Others
13919,384.81,2,58,322,Others
13922,172.25,1,351,111,Lost
13923,351.13,1,53,312,Others
13924,1838.85,6,1,554,Loyal Customers
13925,678.25,4,92,243,At Risk
13926,223.85000000000002,1,22,411,Potential Loyalist
13927,348.99,1,74,212,Lost
13928,464.57000000000005,4,10,542,Loyal Customers
13929,842.65,2,168,223,Lost
13930,337.34,2,57,322,Others
13931,1237.5300000000002,2,95,224,Lost
13932,307.4,1,294,112,Lost
13933,608.79,2,108,223,Lost
13934,922.1,1,263,113,Lost
13936,376.58,1,179,112,Lost
13937,158.85,1,168,211,Lost
13938,71.66,1,34,311,Others
13939,568.55,3,22,433,Others
13940,839.14,4,16,443,Loyal Customers
13941,5112.96,5,21,445,Loyal Customers
13946,561.57,3,78,233,Others
13947,90.6,1,64,311,Others
13948,102.0,1,360,111,Lost
13949,2427.32,6,2,555,Champions
13950,745.06,4,10,543,Loyal Customers
13951,674.45,3,175,233,Others
13952,3251.071,2,217,125,Lost
13953,3515.68,7,6,555,Champions
13954,439.91999999999996,2,1,522,Potential Loyalist
13955,322.96,2,153,222,Lost
13956,1026.42,5,4,544,Loyal Customers
13959,598.2,3,78,233,Others
13960,230.22,2,20,431,Others
13962,169.55,2,21,431,Others
13963,664.54,4,307,143,At Risk
13967,80.7,1,145,211,Lost
13969,9053.94,18,6,555,Champions
13971,2758.26,8,18,455,Loyal Customers
13972,190.25,2,70,331,Others
13973,264.7,1,286,112,Lost
13974,413.59000000000003,1,48,312,Others
13975,2526.28,6,30,455,Loyal Customers
13976,357.98,1,206,112,Lost
13978,196.79000000000002,2,14,431,Others
13979,869.87,1,72,213,Lost
13980,200.14,1,59,311,Others
13982,1871.81,4,38,344,Others
13983,2603.43,12,29,455,Loyal Customers
13984,920.51,5,26,443,Loyal Customers
13985,7060.13,15,3,555,Champions
13986,320.46,1,16,412,Potential Loyalist
13988,4147.96,6,19,455,Loyal Customers
13989,1266.08,2,65,334,Others
13990,311.3,1,212,112,Lost
13991,855.9699999999999,6,11,553,Loyal Customers
13992,76.8,1,29,411,Potential Loyalist
13993,3466.36,9,42,355,Others
13994,2313.14,6,3,555,Champions
13995,1393.69,5,14,444,Loyal Customers
13999,3901.81,12,9,555,Champions
14000,635.66,1,210,113,Lost
14001,2043.08,3,45,334,Others
14002,529.73,2,133,233,Others
14004,4582.64,7,42,355,Others
14005,2874.7200000000003,5,9,545,Loyal Customers
14006,962.19,3,115,234,Others
14009,695.61,2,197,133,Others
14012,328.8,1,277,112,Lost
14013,473.02,3,109,232,Others
14014,505.18,1,76,213,Lost
14015,917.34,1,52,313,Others
14016,4341.21,4,161,245,At Risk
14019,1421.61,3,46,334,Others
14020,642.8,2,16,433,Others
14021,631.9,3,154,233,Others
14022,440.0,1,224,112,Lost
14023,584.0699999999999,2,6,533,Others
14024,327.7,2,121,232,Others
14027,104.82,1,60,311,Others
14029,467.65999999999997,2,62,332,Others
14030,2360.09,8,17,455,Loyal Customers
14031,17286.86,19,6,555,Champions
14032,2975.59,11,1,555,Champions
14034,651.8199999999999,3,21,433,Others
14035,1428.02,5,28,444,Loyal Customers
14036,626.65,1,284,113,Lost
14037,147.2,2,175,231,Others
14038,1560.38,3,77,234,Others
14039,152.2,1,32,411,Potential Loyalist
14040,3614.92,12,40,355,Others
14041,141.41,1,265,111,Lost
14044,652.82,4,26,443,Loyal Customers
14045,1659.75,4,108,244,At Risk
14046,154.99,1,283,111,Lost
14047,1308.6100000000001,5,8,544,Loyal Customers
14048,409.93,1,304,112,Lost
14049,5681.719999999999,4,16,445,Loyal Customers
14050,746.36,2,31,433,Others
14051,15610.390000000001,23,0,555,Champions
14052,225.36,1,19,411,Potential Loyalist
14053,260.25,2,123,232,Others
14054,92.46,1,64,311,Others
14055,725.6400000000001,1,105,213,Lost
14056,8214.65,23,0,555,Champions
14057,6217.96,17,23,455,Loyal Customers
14059,183.6,1,266,111,Lost
14060,6140.42,19,4,555,Champions
14062,10464.85,12,9,555,Champions
14064,1353.7399999999998,5,28,444,Loyal Customers
14066,152.55,1,266,111,Lost
14067,374.7,2,63,332,Others
14068,265.85,1,319,112,Lost
14071,1438.82,8,3,554,Loyal Customers
14073,151.04,1,31,411,Potential Loyalist
14075,942.26,3,4,533,Others
14076,122.47,1,128,211,Lost
14077,499.41999999999996,5,40,343,Others
14078,1049.37,6,101,254,At Risk
14079,375.1,1,124,212,Lost
14080,45.599999999999994,1,32,411,Potential Loyalist
14081,934.52,2,301,133,Others
14082,182.25,1,364,111,Lost
14083,1018.4300000000001,9,3,554,Loyal Customers
14085,4448.54,18,1,555,Champions
14087,194.42,1,2,511,Potential Loyalist
14088,50491.81,13,9,555,Champions
14089,161.0,1,56,311,Others
14090,76.32000000000001,1,324,111,Lost
14092,4076.91,14,7,555,Champions
14093,442.85,1,11,512,Potential Loyalist
14096,65164.79,17,3,555,Champions
14098,147.35,1,36,311,Others
14099,3104.17,11,15,455,Loyal Customers
14100,194.9,1,137,211,Lost
14101,5976.79,6,73,255,At Risk
14102,1360.28,5,4,544,Loyal Customers
14104,216.20999999999998,2,154,231,Others
14105,1266.23,1,238,114,Lost
14107,2703.23,7,51,355,Others
14108,597.91,2,30,433,Others
14109,144.2,1,72,211,Lost
14110,5683.150000000001,12,3,555,Champions
14111,692.85,4,13,443,Loyal Customers
14112,2915.15,7,22,455,Loyal Customers
14113,1840.42,4,3,544,Loyal Customers
14114,386.53,2,273,132,Others
14116,1382.74,5,19,444,Loyal Customers
14117,90.0,1,143,211,Lost
14121,2780.15,4,3,545,Loyal Customers
14124,419.58000000000004,1,83,212,Lost
14125,2740.43,3,10,535,Others
14126,706.1300000000001,3,7,533,Others
14127,709.71,3,122,233,Others
14128,637.5,2,60,333,Others
14129,1123.8600000000001,5,1,544,Loyal Customers
14130,483.86,1,318,112,Lost
14132,3586.0299999999997,11,1,555,Champions
14133,605.64,3,129,233,Others
14135,4690.31,15,1,555,Champions
14138,982.3800000000001,2,1,534,Others
14139,415.82,1,45,312,Others
14140,935.05,2,3,533,Others
14141,915.1300000000001,4,2,543,Loyal Customers
14142,311.81,1,372,112,Lost
14143,115.8,1,133,211,Lost
14145,3742.2,4,46,345,Others
14146,4191.0,5,8,545,Loyal Customers
14147,483.40000000000003,2,77,232,Others
14148,157.2,1,233,111,Lost
14149,446.62,1,220,112,Lost
14150,658.6400000000001,2,35,333,Others
14152,621.29,2,74,233,Others
14154,1345.62,2,238,134,Others
14155,118.75,1,265,111,Lost
14156,117379.63,55,9,555,Champions
14157,432.88,2,19,432,Others
14158,507.66,1,39,313,Others
14159,4693.01,11,19,455,Loyal Customers
14161,1110.52,3,215,134,Others
14162,289.36,2,173,232,Others
14163,2445.91,4,86,245,At Risk
14164,1631.77,2,70,334,Others
14165,122.53999999999999,1,275,111,Lost
14167,574.84,4,38,343,Others
14171,363.79,1,97,212,Lost
14173,450.84000000000003,4,10,542,Loyal Customers
14174,134.46,1,32,411,Potential Loyalist
14175,3222.3,3,59,335,Others
14176,576.9000000000001,4,296,143,At Risk
14177,559.41,4,85,243,At Risk
14178,1620.93,7,8,554,Loyal Customers
14179,719.7800000000001,2,40,333,Others
14180,4748.52,25,10,555,Champions
14184,452.89,1,66,312,Others
14185,197.65,1,330,111,Lost
14188,2054.36,6,30,454,Loyal Customers
14189,4654.08,15,1,555,Champions
14191,4684.76,13,1,555,Champions
14193,853.39,2,67,333,Others
14194,11349.52,22,4,555,Champions
14195,1012.0,2,201,134,Others
14196,335.52,1,106,212,Lost
14198,701.4000000000001,4,17,443,Loyal Customers
14199,185.39999999999998,1,217,111,Lost
14201,747.44,7,59,353,Others
14204,161.03,1,1,511,Potential Loyalist
14205,466.70000000000005,2,16,432,Others
14206,328.15999999999997,1,238,112,Lost
14208,151.74,1,94,211,Lost
14209,2073.4300000000003,6,10,555,Champions
14210,1905.8400000000001,6,105,254,At Risk
14211,2241.1,9,52,355,Others
14212,1070.48,1,89,214,Lost
14214,1004.38,5,30,444,Loyal Customers
14215,1789.72,6,11,554,Loyal Customers
14216,1839.3,4,2,544,Loyal Customers
14217,2004.98,17,1,554,Loyal Customers
14218,169.48000000000002,1,42,311,Others
14219,89.94,1,3,511,Potential Loyalist
14220,632.4000000000001,2,246,133,Others
14221,3432.8,9,41,355,Others
14222,683.17,1,176,213,Lost
14223,991.13,3,91,234,Others
14224,1050.12,4,109,244,At Risk
14226,2232.19,5,28,445,Loyal Customers
14227,3350.96,10,25,455,Loyal Customers
14229,1547.2,4,51,344,Others
14231,925.71,3,183,133,Others
14232,2048.07,5,42,344,Others
14233,1462.72,4,48,344,Others
14234,775.4599999999999,4,21,443,Loyal Customers
14235,3144.86,5,74,245,At Risk
14236,490.86,2,80,233,Others
14237,161.0,1,372,111,Lost
14238,146.85,1,325,111,Lost
14239,2380.85,11,42,355,Others
14240,890.34,2,29,433,Others
14241,213.70000000000002,1,183,111,Lost
14242,280.54999999999995,2,234,132,Others
14243,2588.77,10,8,555,Champions
14245,1693.45,2,219,134,Others
14246,1474.06,3,110,234,Others
14247,136.76999999999998,1,277,111,Lost
14248,302.58,1,317,112,Lost
14250,1904.05,3,6,534,Others
14251,2879.7,5,1,545,Loyal Customers
14256,969.06,2,259,134,Others
14257,3099.7200000000003,5,63,345,Others
14258,12669.98,9,8,555,Champions
14259,120.0,1,141,211,Lost
14261,1163.45,2,50,334,Others
14262,2618.23,8,7,555,Champions
14264,333.97,2,154,232,Others
14265,530.1800000000001,2,108,233,Others
14267,1516.24,3,162,234,Others
14270,492.65000000000003,1,331,113,Lost
14271,112.32,1,225,111,Lost
14272,437.96000000000004,2,73,232,Others
14273,559.97,4,50,343,Others
14276,1119.74,3,98,234,Others
14277,4216.2,3,14,435,Others
14280,134.04,1,196,111,Lost
14282,3729.34,15,2,555,Champions
14284,595.25,2,30,433,Others
14285,1910.0100000000002,4,20,444,Loyal Customers
14286,4628.75,3,23,435,Others
14287,176.63,3,7,531,Others
14288,426.6,1,212,112,Lost
14289,911.26,6,8,553,Loyal Customers
14290,2314.65,5,10,545,Loyal Customers
14291,3883.25,11,1,555,Champions
14292,4871.93,9,7,555,Champions
14293,1046.56,4,2,544,Loyal Customers
14295,166.20000000000002,1,39,311,Others
14297,1305.33,4,17,444,Loyal Customers
14298,51527.3,44,7,555,Champions
14299,3965.62,9,7,555,Champions
14300,43.2,1,18,411,Potential Loyalist
14301,640.14,1,116,213,Lost
14304,383.45,1,222,112,Lost
14305,1858.96,3,70,334,Others
14306,2093.32,2,50,335,Others
14307,2995.7200000000003,6,88,255,At Risk
14309,2352.53,9,7,555,Champions
14311,310.26,1,242,112,Lost
14312,1611.5900000000001,6,46,354,Others
14314,120.0,1,106,211,Lost
14315,2481.13,6,44,355,Others
14317,508.58000000000004,1,64,313,Others
14320,477.78999999999996,2,206,132,Others
14321,1530.75,5,10,544,Loyal Customers
14323,605.06,2,114,233,Others
14326,183.85,1,241,111,Lost
14327,311.65,1,162,212,Lost
14329,5014.84,7,16,455,Loyal Customers
14331,462.66,2,123,232,Others
14332,866.3100000000001,3,22,433,Others
14333,415.2,1,67,312,Others
14334,2552.21,8,16,455,Loyal Customers
14335,468.26,2,15,432,Others
14336,1614.91,4,16,444,Loyal Customers
14338,588.22,2,160,233,Others
14339,309.52,1,242,112,Lost
